system:index,total_precipitation_sum
19810707,2.8460955601827197E-8
19810708,5.1339127653532954E-8
19810709,1.7502467987679045E-6
19810710,1.823053744455948E-6
19810711,2.9172596302162854E-5
19810712,1.3418470163766553E-6
19810713,3.9472467771279365E-4
19810714,2.2015204831330515E-5
19810715,2.1556439264713845E-6
19810716,8.205624340007489E-7
19810717,1.0539966744098234E-4
19810718,9.418661621276998E-6
19810719,1.1925513806701573E-4
19810720,1.6896035360970725E-5
19810721,0.007577482423724146
19810722,5.0965726530125074E-5
19810723,6.191435274820972E-6
19810724,0.007347734759590001
19810725,2.557483902398611E-6
19810726,5.8869635327455575E-6
19810727,8.615236989069475E-4
19810728,0.007502876966796425
19810729,5.1996558613869634E-5
19810730,2.5798777130389004E-6
19810731,1.2563473226898445E-6
19810801,4.351138045421976E-7
19810802,4.3942865926455996E-7
19810803,4.419128483729148E-4
19810804,5.79176487586774E-4
19810805,2.7287221746439644E-4
19810806,4.754737460206584E-4
19810807,5.058671745267541E-5
19810808,0.0020674343329872753
19810809,0.0017619871818363958
19810810,2.167973771016792E-4
19810811,1.729816688111896E-6
19810812,3.1766478971096286E-5
19810813,2.2400911875876584E-4
19810814,7.447252026874021E-4
19810815,3.11205337357515E-7
19810816,1.275539318612573E-6
19810817,2.6016157717007537E-4
19810818,6.992389031990329E-5
19810819,0.0
19810820,0.0034677219271617935
19810821,9.956239118016884E-4
19810822,3.300184867966025E-6
19810823,5.612151093233068E-5
19810824,2.933068283347189E-5
19810825,0.0013539217729029553
19810826,5.493262259526915E-4
19810827,0.0017707100165841997
19810828,0.0
19810829,3.441807790290539E-5
19810830,5.249091345130241E-4
19810831,0.0014064385425629764
19810901,3.5814248632971453E-6
19810902,8.583068620282575E-7
19810903,5.169316503145943E-6
19810904,1.53192212760757E-4
19810905,0.0012380121825018191
19810906,2.988708729390055E-6
19810907,1.3109922178955458E-6
19810908,1.2844800494349329E-6
19810909,6.974431593108937E-5
19810910,3.030595284748705E-6
19810911,4.162874439463628E-7
19810912,0.003405080000270774
19810913,3.1270704408455424E-5
19810914,5.574324393813318E-5
19810915,8.383983703444643E-7
19810916,2.0973037037404713E-5
19810917,5.3954418202516015E-11
19810918,8.523463748133508E-7
19810919,0.0015937912102351823
19810920,0.00885986763082987
19810921,2.7005311249746964E-4
19810922,4.311840843548869E-5
19810923,9.71356301237696E-4
19810924,7.086510329915251E-6
19810925,4.3447777392649976E-7
19810926,0.01155557561876077
19810927,8.876103835696997E-5
19810928,1.2874602361989673E-6
19810929,0.0
19810930,2.578261330654641E-6
19811001,9.191014452092313E-6
19811002,4.2137723414820816E-7
19811003,0.010624016635534469
19811004,1.1440983568918193E-6
19811005,4.337001087151293E-7
19811006,0.0
19811007,2.243684086891396E-4
19811008,5.391543013545555E-5
19811009,4.351138613856165E-7
19811010,0.0020837811165369115
19811011,0.008059110325645564
19811012,0.018576158141310098
19811013,4.0918145687519533E-4
19811014,1.6609894910368602E-4
19811015,0.024108057098081045
19811016,8.52071590937908E-4
19811017,0.012555116915477584
19811018,0.021185505217063475
19811019,0.0011573298180626082
19811020,0.006644940573943747
19811021,0.011533147492745767
19811022,0.006421768569746698
19811023,4.873021596035097E-4
19811024,2.6538846228451494E-5
19811025,1.2865516509918962E-6
19811026,4.351138045421976E-7
19811027,2.1038003481103558E-6
19811028,1.7311163390500217E-5
19811029,1.4616737956377714E-6
19811030,2.4807500884506E-4
19811031,0.025677390411105328
19811101,0.032842303329283805
19811102,0.026153803330214328
19811103,0.0021717590656113407
19811104,0.0036776602357574575
19811105,0.006209050878422099
19811106,9.76690136133758E-4
19811107,0.00349827266100674
19811108,2.1746262989904755E-4
19811109,0.0025309159793425137
19811110,0.0010292406383388567
19811111,4.351138045421976E-7
19811112,9.70910593822044E-5
19811113,0.014066343387942023
19811114,3.5570250177945404E-4
19811115,0.001621115823549408
19811116,0.0078303843599113
19811117,0.0029363517715042023
19811118,4.362167559858803E-6
19811119,0.008471164704507785
19811120,0.0038582613943930403
19811121,0.001474257465055215
19811122,0.006292907281045253
19811123,0.0010874865512942285
19811124,3.3995877304513082E-6
19811125,0.0060787907183574965
19811126,7.295300455717474E-4
19811127,4.3334615029729963E-7
19811128,8.822643064047531E-5
19811129,0.006166190459932928
19811130,0.005737329003835083
19811201,0.0030033997228579726
19811202,0.00323823155834193
19811203,0.0015560905537240993
19811204,3.696790126419614E-5
19811205,9.611328447887217E-4
19811206,9.112721623963206E-6
19811207,3.9986532803185665E-5
19811208,2.4754550565902328E-6
19811209,5.022292080586148E-4
19811210,6.645332836273438E-4
19811211,4.351138045421976E-7
19811212,4.351138045421976E-7
19811213,0.014224512280400612
19811214,0.013706107739117119
19811215,0.0015039746478315002
19811216,1.2316282226530962E-4
19811217,3.656834918468899E-4
19811218,0.0025871738355542706
19811219,0.002922783440826801
19811220,0.0027495239463137446
19811221,0.0012570051827424061
19811222,5.075608535496471E-4
19811223,0.0102155434446836
19811224,0.024046915941829092
19811225,0.011982229270189809
19811226,0.015820384910473738
19811227,0.012602878070249306
19811228,9.982187880743136E-4
19811229,0.004127186707553648
19811230,0.0033797355895772924
19811231,1.8557626252041625E-4
19820101,7.048472646702414E-5
19820102,7.789427355814265E-4
19820103,1.3839188492266494E-5
19820104,0.001458809222478654
19820105,0.007411022056061094
19820106,0.003053017614341198
19820107,0.013501205675440687
19820108,0.0010851145972830155
19820109,1.7269904791238932E-6
19820110,2.7110041011473358E-6
19820111,4.5199818188009355E-6
19820112,1.7282829112013825E-6
19820113,0.008617886994639936
19820114,0.012632571148326433
19820115,0.02468041065550963
19820116,0.009789681004392413
19820117,0.012651958051476012
19820118,0.03096910728441383
19820119,0.014516177611510072
19820120,0.0061924382808078585
19820121,5.828522798433906E-4
19820122,0.0014270676008541418
19820123,5.639342317661177E-4
19820124,1.7550880077685737E-4
19820125,5.895220666027879E-4
19820126,0.01411635526936912
19820127,7.005688746393501E-4
19820128,2.9659508180959363E-4
19820129,6.653613119010163E-5
19820130,2.668433684677677E-5
19820131,0.02040360823986678
19820201,0.003920979354828406
19820202,6.326718495688517E-4
19820203,1.3046244741209589E-6
19820204,0.002546472239841276
19820205,0.00249169421739973
19820206,3.0624017974869175E-6
19820207,3.451524014488311E-6
19820208,2.3767909359360473E-6
19820209,0.0014352977891836029
19820210,0.002477577428983426
19820211,0.00255415137459834
19820212,9.026474394569269E-4
19820213,2.0765003481882367E-4
19820214,3.0626244250795467E-4
19820215,5.884997734971839E-6
19820216,3.5031153691167076E-5
19820217,1.2134356864605474E-5
19820218,6.53912188067692E-4
19820219,0.0034608738188363743
19820220,1.169607606300174E-5
19820221,0.0011752689201443502
19820222,6.789855932262415E-5
19820223,0.024971874033141404
19820224,0.022891213863420128
19820225,0.010268587102632539
19820226,0.011613163554435127
19820227,0.006033391355316769
19820228,0.0011678292062194432
19820301,0.006481941458923287
19820302,0.021473358390331095
19820303,0.03240298837673877
19820304,0.030888900310571926
19820305,0.0021952767466940793
19820306,0.0011711857127360778
19820307,6.495659704099547E-5
19820308,4.887212662652474E-4
19820309,0.023366048679504745
19820310,0.01715537683464607
19820311,0.0021472803822210006
19820312,0.0028805666655369482
19820313,0.00836037857082835
19820314,0.011123889300840089
19820315,0.0031157537915338686
19820316,2.0301643396778104E-4
19820317,0.001713710510071281
19820318,0.008133666231508097
19820319,0.010005568829484814
19820320,3.2514097364417355E-4
19820321,4.011858457341825E-5
19820322,2.3875949914833605E-5
19820323,2.627220481363972E-6
19820324,0.003688350199214289
19820325,0.008831660078193544
19820326,5.176487547840548E-4
19820327,7.148042606662068E-5
19820328,0.006271451043866417
19820329,3.6797882669602276E-4
19820330,4.944153031766868E-4
19820331,0.005642436411362932
19820401,4.690693375147229E-4
19820402,5.926332406100283E-4
19820403,0.00879009330655111
19820404,0.003357901311111528
19820405,0.0012614025410448227
19820406,6.769485864462168E-5
19820407,8.991940493492113E-4
19820408,0.0033964294245108937
19820409,7.502365568652489E-4
19820410,4.440169163473336E-4
19820411,4.025945253998064E-4
19820412,3.215022428159251E-4
19820413,3.091281270225133E-4
19820414,9.00112181360252E-5
19820415,2.475239312086468E-4
19820416,4.8350602511765865E-5
19820417,0.005730473629706357
19820418,0.003339237734316832
19820419,0.0026167851215420485
19820420,8.041046433836931E-4
19820421,0.0011075187222514588
19820422,2.5300883622961322E-5
19820423,-1.0572429965271853E-9
19820424,1.203941570049767E-4
19820425,9.279842349118069E-4
19820426,2.5339882548624636E-4
19820427,3.63017936619068E-5
19820428,1.2874602930423862E-6
19820429,4.366678679269905E-7
19820430,7.153948163943378E-6
19820501,7.706561191645597E-4
19820502,2.34893364007282E-4
19820503,1.2579564925921093E-4
19820504,9.523048632985014E-5
19820505,4.818323480655788E-4
19820506,0.0
19820507,4.4891714319900805E-7
19820508,4.882826246001444E-4
19820509,1.3112655778968474E-6
19820510,-1.7078120002345723E-8
19820511,4.351138045421976E-7
19820512,2.14290218991664E-6
19820513,8.156526108787377E-4
19820514,4.882862991319851E-4
19820515,4.256788947468361E-4
19820516,3.0605463827578536E-6
19820517,0.0
19820518,2.575199687271379E-6
19820519,1.2952655765730015E-6
19820520,0.0
19820521,4.6969538375563976E-6
19820522,1.2815644367947243E-6
19820523,2.222218736466117E-6
19820524,1.9560319017852436E-6
19820525,8.303719797674729E-7
19820526,0.0
19820527,8.533597792848013E-7
19820528,0.002390171844754729
19820529,0.010202019621476488
19820530,0.0011819119950360574
19820531,0.0035635027463424614
19820601,5.889001228863338E-4
19820602,3.4019550929827104E-4
19820603,0.003377388241239911
19820604,0.0029897996399342376
19820605,7.105514845487807E-4
19820606,9.628517582986888E-4
19820607,2.1753677963087193E-4
19820608,7.187779798982975E-4
19820609,3.787876367300875E-4
19820610,1.3896063067915366E-4
19820611,6.742852538703393E-5
19820612,0.00870152134096159
19820613,0.006644813584047951
19820614,0.0010630355006560255
19820615,0.0014480302688731953
19820616,6.734606961136478E-6
19820617,2.2104857014087023E-4
19820618,8.562175474759623E-7
19820619,1.3488604550629003E-10
19820620,0.0014151357033758086
19820621,0.001803094822311751
19820622,4.2529794958209094E-7
19820623,9.971704892594776E-6
19820624,4.794684663661443E-5
19820625,3.3991535249896245E-5
19820626,7.894567818578762E-5
19820627,1.7046928064701206E-6
19820628,4.5642410197635064E-7
19820629,8.68729010474386E-7
19820630,8.03471716996277E-6
19820701,1.7679130903592726E-4
19820702,4.900720918196947E-6
19820703,5.100640022443337E-6
19820704,0.0
19820705,4.3901366097998107E-7
19820706,8.343824902112829E-7
19820707,4.0465813651887014E-11
19820708,1.301411228190435E-6
19820709,2.1542169978640397E-5
19820710,6.29434942738767E-5
19820711,5.470948929496522E-5
19820712,1.8291370009157677E-4
19820713,0.0011212732441496659
19820714,0.004380144086961395
19820715,0.0032258251293788014
19820716,0.0024032685806042635
19820717,1.7106532936850272E-6
19820718,0.0011368936197157268
19820719,0.0024331625469036938
19820720,2.2336072077978558E-4
19820721,2.9431732569065955E-4
19820722,4.3859078651623353E-4
19820723,0.002209361549296944
19820724,0.009416116924875519
19820725,1.1835837775486928E-5
19820726,6.0981006996398404E-6
19820727,1.0329850544326522E-4
19820728,8.637278050611387E-7
19820729,3.1084682999142067E-6
19820730,4.819221772456761E-6
19820731,2.7174246615884376E-6
19820801,0.0
19820802,0.0
19820803,4.172324565843155E-7
19820804,5.484418463446966E-4
19820805,2.806556016498993E-4
19820806,2.267647109682716E-5
19820807,5.015857403440813E-4
19820808,1.3886479407560935E-4
19820809,1.4342882838835508E-8
19820810,4.261732051702438E-7
19820811,4.351138613856165E-7
19820812,1.4892695145253117E-5
19820813,1.7106531799981894E-6
19820814,1.4716373895678524E-6
19820815,2.646960809196003E-5
19820816,0.0027763145932595233
19820817,0.0016029200550547085
19820818,0.0011158036592120604
19820819,2.353308134478458E-4
19820820,0.0
19820821,8.421758934673562E-7
19820822,5.627143600510936E-5
19820823,8.185474900900062E-6
19820824,-8.906312076496835E-9
19820825,8.553265615773853E-7
19820826,8.803132128978901E-7
19820827,8.468172753300151E-7
19820828,4.27205449682333E-7
19820829,8.642672355563263E-7
19820830,4.304048805908696E-6
19820831,0.0033301438611623374
19820901,6.310497362589097E-5
19820902,4.261732051702438E-7
19820903,1.2137923084213775E-6
19820904,1.696049642526896E-7
19820905,4.545470742727504E-5
19820906,2.8140894545962056E-4
19820907,8.523463748133508E-7
19820908,5.406187673664833E-6
19820909,5.141204974809404E-4
19820910,4.269490929686981E-7
19820911,5.162636986004389E-6
19820912,5.882525887553434E-5
19820913,9.462002624348525E-6
19820914,4.278290988066071E-5
19820915,2.6249683669402095E-4
19820916,1.624236401596004E-4
19820917,0.001461346712340575
19820918,0.003404881841496218
19820919,0.013990215561470473
19820920,0.023919895491341183
19820921,0.012389413105591732
19820922,0.006330591859823542
19820923,0.020710611380852135
19820924,9.64122805727134E-7
19820925,1.094494553073162E-6
19820926,0.0024295906647528857
19820927,0.0027365885346847464
19820928,1.8867387375826391E-6
19820929,0.00215635221590626
19820930,0.0038637794829057444
19821001,0.0
19821002,3.059065638698762E-8
19821003,8.637240966891113E-7
19821004,3.60486575826051E-4
19821005,2.521527706752448E-4
19821006,4.038855975729627E-5
19821007,3.393959584507103E-5
19821008,0.0015164258433911014
19821009,0.042685768296084385
19821010,0.06788829014250758
19821011,0.03516669815317289
19821012,0.00311631691081055
19821013,2.0785632821205082E-4
19821014,0.0055992123915973024
19821015,0.0019791366118915295
19821016,0.0030838035637131
19821017,3.890483904470611E-4
19821018,8.762376568341413E-7
19821019,8.583067483414197E-7
19821020,8.52346317969932E-7
19821021,0.0018161517908234042
19821022,4.425997174817887E-7
19821023,8.96708693834374E-5
19821024,5.08713895979811E-4
19821025,3.2784727790531324E-7
19821026,3.532982653658242E-5
19821027,1.2755393754559918E-6
19821028,0.0012739523063986066
19821029,7.541547520293699E-4
19821030,0.0015877329271381131
19821031,0.01474656261379186
19821101,0.003227202621552554
19821102,2.357182270740418E-4
19821103,2.1351170289563015E-6
19821104,4.5001469928251936E-7
19821105,4.3315066022842075E-7
19821106,4.351138045421976E-7
19821107,4.929886142336053E-6
19821108,7.489211351677642E-4
19821109,0.003417415068159354
19821110,0.001541299579020905
19821111,4.195095999876346E-4
19821112,4.351138045421976E-7
19821113,8.583068051848386E-7
19821114,1.2844800494349329E-6
19821115,1.2848253163610934E-6
19821116,1.0321158321716534E-4
19821117,0.00991093612322863
19821118,6.291488968864813E-6
19821119,1.2063772449302078E-6
19821120,1.0259854954172427E-4
19821121,0.001153999588014134
19821122,0.0017752918378474089
19821123,6.988155622557506E-4
19821124,1.0368431128321693E-4
19821125,2.0473014891165574E-4
19821126,1.7167111562329238E-4
19821127,0.0031242456017400735
19821128,0.004211328334971238
19821129,5.172547046450789E-5
19821130,3.016121577454964E-4
19821201,0.0035581067057211973
19821202,3.2135726287119923E-4
19821203,0.014155505404762608
19821204,8.912770613851876E-4
19821205,2.31355926172995E-4
19821206,3.863912803244371E-5
19821207,6.563884090830143E-4
19821208,1.3998547856996807E-6
19821209,9.122188138638061E-6
19821210,0.002562990574016133
19821211,0.008356724739691781
19821212,0.0035461914344426955
19821213,7.963855936164899E-5
19821214,9.995247696974005E-4
19821215,0.0015220463589734037
19821216,7.605786017681719E-4
19821217,8.164045852156049E-4
19821218,0.010193042397529058
19821219,0.004663477306147563
19821220,0.0034515835024018166
19821221,0.0017177507903709767
19821222,6.641276484259726E-4
19821223,-6.210215061499986E-10
19821224,9.673242243547223E-5
19821225,0.02631146195528322
19821226,0.0011972187524764632
19821227,9.462765612033499E-7
19821228,0.01314331131759423
19821229,0.01484597540769138
19821230,0.01787982893273632
19821231,0.012722129707171756
19830101,0.0022701471835373335
19830102,0.016543230086792163
19830103,0.0013281443507723626
19830104,2.094914210652696E-4
19830105,0.0018974152879429765
19830106,0.0040373473969841514
19830107,0.003381589070048676
19830108,2.510708553043117E-4
19830109,0.003510841343602682
19830110,0.002391843120890986
19830111,0.003972670613505417
19830112,0.005216768068180205
19830113,0.0011598492490912926
19830114,8.875508627223003E-4
19830115,9.49136608392238E-4
19830116,9.586002348894323E-5
19830117,2.5139705685865216E-4
19830118,0.005447142385256444
19830119,0.0015834498748316327
19830120,0.0
19830121,1.1003833925500756E-4
19830122,2.9310838296502296E-4
19830123,1.3479084339256603E-6
19830124,0.005796097117967467
19830125,0.004676007434563621
19830126,0.005576197482197543
19830127,0.01102625588262161
19830128,0.0030784493950097064
19830129,4.054952978006271E-5
19830130,0.0
19830131,4.351138045421976E-7
19830201,0.0
19830202,1.5673024108249815E-4
19830203,3.99408638299077E-4
19830204,0.0011745364815258991
19830205,4.111530554442113E-4
19830206,3.687990550949879E-5
19830207,4.33394223262565E-5
19830208,1.7166781401907964E-6
19830209,9.427745717786062E-5
19830210,0.0014038598908107875
19830211,0.004298381294411446
19830212,0.010935938415795703
19830213,0.011801996226848539
19830214,0.0013287488164870976
19830215,8.583068833445395E-7
19830216,3.859201569866855E-6
19830217,0.0019181817675486999
19830218,0.0013649875777032873
19830219,3.844169311581855E-4
19830220,0.006447514964301671
19830221,0.0031556656181184815
19830222,7.947734920428263E-4
19830223,0.011964737691560342
19830224,0.016175384072800204
19830225,0.013764080636962913
19830226,0.018755444096715597
19830227,0.0068554920623527076
19830228,0.0011088214936652767
19830301,1.7640243475073192E-4
19830302,7.144476218087811E-6
19830303,5.9745708648070554E-5
19830304,1.301480682465129E-5
19830305,5.971686004258917E-5
19830306,8.259548757294061E-6
19830307,1.6047920154086085E-6
19830308,8.739959487720603E-7
19830309,0.0010524240186354126
19830310,0.0020166488688821947
19830311,3.16735095704414E-5
19830312,4.4107436991680515E-7
19830313,1.4017593378365305E-4
19830314,0.0010217288680368804
19830315,0.010763250871217869
19830316,0.03022266697862238
19830317,0.016059944212740738
19830318,0.004177365781767165
19830319,0.007251977362811825
19830320,0.02536083931939
19830321,0.009948668984313474
19830322,5.6414836966375376E-5
19830323,1.535547328568558E-6
19830324,4.724153829177204E-6
19830325,3.4168600912762455E-4
19830326,0.004558514356858057
19830327,0.0021546777915802955
19830328,0.004135626437631438
19830329,1.5770542739505522E-5
19830330,1.0174055915389108E-6
19830331,4.282003375355269E-5
19830401,0.002096303872758614
19830402,0.0011942205462833735
19830403,0.0015798271331375522
19830404,0.008838802719886667
19830405,2.030579604195924E-5
19830406,8.473926592704806E-7
19830407,1.1599630626672203E-4
19830408,8.502685059976558E-4
19830409,5.748715668816032E-4
19830410,1.9404633753933744E-5
19830411,0.003004331947756961
19830412,0.03493386068044928
19830413,0.014999316221245503
19830414,1.6095427253421953E-7
19830415,4.057674700079717E-4
19830416,0.004839125387336523
19830417,0.006535226235432467
19830418,1.915897342417818E-6
19830419,6.300534679268002E-7
19830420,1.0530935650239685E-6
19830421,1.636055098732696E-5
19830422,4.890109043553029E-4
19830423,0.003937706852004869
19830424,0.0019274152816431559
19830425,3.5111877921299424E-4
19830426,0.002124295407359515
19830427,0.003057366477639311
19830428,0.021519837693049604
19830429,0.012809750819061952
19830430,0.0015430973550814406
19830501,0.013773007381787696
19830502,0.030156222355958735
19830503,7.030485359483968E-4
19830504,4.533789078155596E-4
19830505,8.612871056357108E-7
19830506,1.330556316369543E-6
19830507,4.4113731318532756E-7
19830508,4.412542144247663E-7
19830509,0.0
19830510,5.110989176539071E-7
19830511,0.0016464243724031524
19830512,4.451276424356725E-6
19830513,8.638381424761572E-7
19830514,5.9330585544862986E-5
19830515,0.001077649646623949
19830516,3.356465286980554E-6
19830517,2.7995483267388206E-4
19830518,7.314687162480341E-4
19830519,2.6184750442281846E-4
19830520,0.008084119688253085
19830521,0.012453725468498376
19830522,0.00910396022789412
19830523,0.002161291524792838
19830524,0.0011633533380245604
19830525,0.007395768976403381
19830526,0.0047619212975113095
19830527,0.011224258307209257
19830528,2.2335355523984797E-4
19830529,2.629151827666911E-4
19830530,8.547218749313081E-5
19830531,7.502699016435625E-7
19830601,7.143699841847773E-7
19830602,0.0016559348655376786
19830603,0.0015706051916818554
19830604,0.004005826768036186
19830605,0.00256604877114994
19830606,9.862311173185758E-4
19830607,3.6909288715715433E-4
19830608,1.160641905265788E-4
19830609,1.7088271898609424E-6
19830610,2.681391869868895E-5
19830611,3.443290874737509E-6
19830612,1.7373943004345778E-6
19830613,1.8880385431734547E-8
19830614,1.293420666570455E-6
19830615,3.926024998967448E-4
19830616,7.694996898895586E-5
19830617,5.778799546338305E-4
19830618,0.01729122423129272
19830619,0.0031821107134041757
19830620,9.0742008642378E-4
19830621,3.84523735370908E-4
19830622,0.0013668240719290723
19830623,0.0010517358338334964
19830624,1.1013641200354569E-5
19830625,5.1733398060840184E-5
19830626,6.695816458032E-5
19830627,1.4086505791688226E-4
19830628,1.2289397892217208E-5
19830629,9.991675575566868E-7
19830630,3.0141693433001585E-4
19830701,7.081437955049897E-5
19830702,1.3069453878150007E-4
19830703,7.401965590200388E-4
19830704,0.0015642762415537315
19830705,0.005149456719252702
19830706,0.013369199890915529
19830707,2.6079390045855564E-4
19830708,1.917518273086861E-5
19830709,1.6972853248735404E-6
19830710,1.7383378021854975E-6
19830711,6.791701514218206E-5
19830712,4.717321463983886E-4
19830713,1.1536957728051563E-5
19830714,6.093866818792605E-4
19830715,0.0016688440907318166
19830716,8.371738092285966E-5
19830717,8.015746122606187E-4
19830718,1.2603218749093355E-4
19830719,3.923291473014587E-5
19830720,0.0015994758800270002
19830721,1.64967344179561E-4
19830722,2.4768794765137484E-6
19830723,2.3323784573689227E-4
19830724,3.261943828049454E-4
19830725,1.4647816724443904E-5
19830726,1.7391099049746117E-6
19830727,0.002432198880506045
19830728,0.009781652342979782
19830729,2.0840513166018394E-5
19830730,3.5188885105780774E-4
19830731,6.277022857933233E-4
19830801,0.0015915633491873891
19830802,5.416114969783603E-4
19830803,0.0015643381947030635
19830804,3.229068321381863E-4
19830805,3.3393792857532426E-5
19830806,2.291596955069011E-6
19830807,2.012647853348339E-6
19830808,4.4325639394680885E-6
19830809,2.1429832059993714E-6
19830810,8.553216730433633E-7
19830811,0.0011778530961498884
19830812,0.0031227803660784114
19830813,3.3016137219063507E-4
19830814,2.423936669475291E-4
19830815,1.4607534355316515E-4
19830816,5.813350513595594E-5
19830817,0.007609420094563184
19830818,2.4803065822014684E-4
19830819,0.0016706363650817412
19830820,1.2960003914486151E-6
