YYYY-MM-DD,Q,model output
2015-03-23,167.266,228.63435919486946
2015-03-24,93.699,226.19866664389076
2015-03-25,49.983,224.33805900000382
2015-03-26,32.814,221.95231448367247
2015-03-27,23.791,219.59428820634247
2015-03-28,18.591,217.26365745826115
2015-03-29,15.309,214.96010328467577
2015-03-30,13.24,212.68331044216174
2015-03-31,12.163,218.7206326396418
2015-04-01,12.087,219.5974416398176
2015-04-02,23.314,217.2674335142887
2015-04-03,19.398,214.96449252634451
2015-04-04,15.676,239.20084893543597
2015-04-05,20.966,251.7887191179588
2015-04-06,43.289,249.08701091009118
2015-04-07,45.197,260.0472630876263
2015-04-08,53.316,257.25028449874486
2015-04-09,42.82,254.48579904255823
2015-04-10,30.653,251.75342855322225
2015-04-11,24.428,249.0527992639667
2015-04-12,20.414,246.38354175594384
2015-04-13,17.454,243.74529090767146
2015-04-14,15.35,241.13768584506363
2015-04-15,13.743,238.56036989204216
2015-04-16,12.545,236.0129905217226
2015-04-17,11.444,233.49519930816672
2015-04-18,10.469,231.00665187869748
2015-04-19,9.797,239.00821751207056
2015-04-20,9.803,243.1830712100856
2015-04-21,9.864,247.32796763757528
2015-04-22,12.319,251.5013457801767
2015-04-23,65.971,248.9115142062252
2015-04-24,60.113,246.24531426205104
2015-04-25,44.246,243.6100802488644
2015-04-26,33.8,241.00545180788959
2015-04-27,26.894,238.85235396039474
2015-04-28,22.378,236.3029973511202
2015-04-29,19.659,233.78324685722902
2015-04-30,17.364,234.44260657425593
2015-05-01,16.195,239.74864698060907
2015-05-02,47.834,269.2566449464558
2015-05-03,282.085,285.0914937582385
2015-05-04,389.812,290.56890671843297
2015-05-05,229.464,287.42176852832097
2015-05-06,124.69,284.3111816645033
2015-05-07,81.916,281.2367208923516
2015-05-08,59.182,278.19796592242926
2015-05-09,46.663,275.194501353002
2015-05-10,39.039,272.2259166132166
2015-05-11,33.528,269.29180590693977
2015-05-12,29.026,266.3917681572498
2015-05-13,25.579,263.52540695157415
2015-05-14,22.964,260.7082458893782
2015-05-15,20.905,257.90788220717974
2015-05-16,19.279,257.7465075070647
2015-05-17,18.318,254.9806251156263
2015-05-18,18.406,252.53211699996848
2015-05-19,19.081,249.8267890064458
2015-05-20,18.142,247.15287181770523
2015-05-21,18.124,254.94144917031517
2015-05-22,18.205,255.83298703167713
2015-05-23,40.399,260.62804392271863
2015-05-24,89.899,257.94006537121
2015-05-25,83.676,255.17268393903362
2015-05-26,56.595,252.43743228362086
2015-05-27,43.394,249.73393661872882
2015-05-28,35.834,247.06182750495563
2015-05-29,30.428,244.42073979920656
2015-05-30,26.543,248.8074386078031
2015-05-31,23.982,246.146312367193
2015-06-01,23.668,243.51607883238358
2015-06-02,25.412,240.91637861096694
2015-06-03,27.706,238.34685607437606
2015-06-04,28.761,235.80716055983066
2015-06-05,23.86,233.2969450680232
2015-06-06,21.106,231.046313958343
2015-06-07,19.329,228.59136561676502
2015-06-08,18.065,226.16491133300502
2015-06-09,17.01,223.76661960958538
2015-06-10,16.101,221.3961628041811
2015-06-11,15.332,220.4490215450936
2015-06-12,14.697,218.11711035052843
2015-06-13,14.527,215.81226161488414
2015-06-14,15.481,213.5341604911032
2015-06-15,15.077,211.2824957936977
2015-06-16,14.132,209.17727552385526
2015-06-17,13.596,230.16282378512088
2015-06-18,13.538,228.93139572749055
2015-06-19,15.131,226.83905248446845
2015-06-20,34.991,230.45260848184833
2015-06-21,28.749,229.5353759446211
2015-06-22,24.633,227.09899767180903
2015-06-23,20.961,224.6908931270706
2015-06-24,18.756,222.3107334103447
2015-06-25,17.264,219.95819344622555
2015-06-26,16.187,219.90231281966655
2015-06-27,15.435,217.5777814483454
2015-06-28,15.403,215.28022243986422
2015-06-29,15.643,213.0093220296008
2015-06-30,14.513,210.7647701016216
2015-07-01,13.704,211.98351726488065
2015-07-02,13.151,209.75095883413726
2015-07-03,12.689,207.54430244472428
2015-07-04,12.347,205.3632467819663
2015-07-05,12.31,203.20749403511755
2015-07-06,11.749,201.07674985662862
2015-07-07,11.043,198.97072332188725
2015-07-08,10.506,197.2200321569052
2015-07-09,10.055,195.15875133258547
2015-07-10,9.706,193.12138003853858
2015-07-11,9.525,191.10764013120524
2015-07-12,9.334,189.79412046014352
2015-07-13,8.976,190.9585386314357
2015-07-14,8.67,188.9699781246619
2015-07-15,8.824,187.00448072532325
2015-07-16,19.477,185.0617781367875
2015-07-17,22.101,183.1416051824787
2015-07-18,18.634,181.2986597287219
2015-07-19,16.349,179.42212652360394
2015-07-20,15.768,177.5673531777974
2015-07-21,15.701,175.73408655049036
2015-07-22,16.46,173.92207644473606
2015-07-23,16.398,189.72151826695355
2015-07-24,15.852,188.19942559292406
2015-07-25,15.418,194.86031974453007
2015-07-26,17.431,192.82715281335695
2015-07-27,22.753,190.81756486789976
2015-07-28,23.257,188.8312816374231
2015-07-29,19.735,187.63933805134542
2015-07-30,17.49,185.6899266676283
2015-07-31,15.942,183.76311993743747
2015-08-01,14.843,181.85865492057061
2015-08-02,13.913,179.97627173439784
2015-08-03,13.13,178.1157135183184
2015-08-04,12.277,176.27672639863036
2015-08-05,11.35,174.45905945380912
2015-08-06,10.604,172.66246468018863
2015-08-07,10.011,170.88669695804214
2015-08-08,9.562,169.13151401805678
2015-08-09,9.245,167.39667640819812
2015-08-10,9.038,165.6819474609593
2015-08-11,8.842,163.98709326099126
2015-08-12,8.547,162.31188261310916
2015-08-13,8.24,160.65608701067015
2015-08-14,7.854,159.01948060431934
2015-08-15,7.494,157.4018401710985
2015-08-16,7.192,155.8029450839139
2015-08-17,7.35,154.2225772813591
2015-08-18,7.147,152.6605212378885
2015-08-19,6.753,151.11656393433742
2015-08-20,6.525,149.59049482878467
2015-08-21,6.306,148.08210582775416
2015-08-22,6.088,146.59119125775092
2015-08-23,5.935,145.11754783712794
2015-08-24,6.037,165.32209557130253
2015-08-25,6.869,169.03679078557036
2015-08-26,19.716,167.30355527876256
2015-08-27,26.683,165.59040708305858
2015-08-28,20.436,163.8971125541015
2015-08-29,15.791,162.22344076435348
2015-08-30,13.319,160.56916347151457
2015-08-31,11.822,158.93405508730805
2015-09-01,10.683,157.3178926466294
2015-09-02,9.808,155.72045577705276
2015-09-03,9.157,159.87092812208238
2015-09-04,8.794,158.4450982465218
2015-09-05,8.616,156.83469327031406
2015-09-06,10.554,155.24294635563146
2015-09-07,12.812,153.66964048215402
2015-09-08,12.104,152.1145611530963
2015-09-09,10.382,150.57749636587258
2015-09-10,9.18,149.0582365831034
2015-09-11,8.402,147.55657470395846
2015-09-12,7.809,146.0723060358329
2015-09-13,7.327,144.60522826635275
2015-09-14,6.979,143.15514143570556
2015-09-15,6.606,141.7218479092929
2015-09-16,6.346,140.3051523507002
2015-09-17,6.169,138.9048616949813
2015-09-18,6.175,149.65332021990082
2015-09-19,6.251,148.14492300051626
2015-09-20,7.713,149.77912503662978
2015-09-21,8.334,148.2693096579181
2015-09-22,9.268,146.77698102535282
2015-09-23,10.401,147.75758869368065
2015-09-24,11.213,147.45005472157433
2015-09-25,9.775,150.86168402105648
2015-09-26,10.692,152.90396463306053
2015-09-27,16.832,151.35810172861807
2015-09-28,26.507,149.83014385629352
2015-09-29,20.049,148.31988277167235
2015-09-30,17.101,146.82711265169138
2015-10-01,14.855,145.35163006649282
2015-10-02,14.739,143.89323395160594
2015-10-03,12.096,142.45172558045147
2015-10-04,10.487,141.02690853716592
2015-10-05,9.182,139.61858868974167
2015-10-06,8.232,138.226574163479
2015-10-07,7.357,136.8506753147468
2015-10-08,6.652,136.75233998239503
2015-10-09,6.153,135.3935177394866
2015-10-10,5.738,134.05042502425175
2015-10-11,5.569,132.72287888911032
2015-10-12,5.632,131.41069851377267
2015-10-13,5.176,130.11370518051157
2015-10-14,8.765,144.6572339730671
2015-10-15,16.778,143.2070423329372
2015-10-16,8.66,141.77364178844883
2015-10-17,6.355,140.35683705797115
2015-10-18,5.454,138.9564351304549
2015-10-19,4.86,137.57224523903983
2015-10-20,4.494,136.20407883496847
2015-10-21,4.153,134.85174956180322
2015-10-22,3.934,137.5334639718892
2015-10-23,4.248,147.23748044584673
2015-10-24,4.853,145.75754796196006
2015-10-25,7.604,144.2947514536345
2015-10-26,10.198,142.84889163784374
2015-10-27,7.901,150.85270142659957
2015-10-28,7.307,150.55257797356435
2015-10-29,6.432,149.034362390537
2015-10-30,6.337,147.53372733331082
2015-10-31,6.703,146.05046835578887
2015-11-01,5.72,151.86896311910354
2015-11-02,5.826,166.6998861515628
2015-11-03,5.581,170.74110373325874
2015-11-04,6.396,179.22326550080956
2015-11-05,10.461,187.43682584015266
2015-11-06,15.457,185.49191830604786
2015-11-07,20.291,183.56955016096157
2015-11-08,19.735,196.41709010196465
2015-11-09,39.034,194.36831089820961
2015-11-10,46.146,192.3432780403962
2015-11-11,34.674,190.3417154314098
2015-11-12,23.945,188.36335018363079
2015-11-13,17.944,186.40791258163426
2015-11-14,23.002,195.2372213406736
2015-11-15,119.086,212.39885845389136
2015-11-16,156.422,214.83243971995503
2015-11-17,137.133,212.57067622553703
2015-11-18,76.87,210.33513358154994
2015-11-19,47.463,208.12550694106588
2015-11-20,33.017,205.94149500064685
2015-11-21,24.29,203.7827999591648
2015-11-22,18.988,201.86518317941486
2015-11-23,15.92,199.75373959776988
2015-11-24,14.541,197.66676920461165
2015-11-25,13.581,195.60398746778924
2015-11-26,11.628,193.5651131625558
2015-11-27,10.022,191.5498683331315
2015-11-28,8.724,189.55797747586496
2015-11-29,7.903,188.2116906266333
2015-11-30,7.553,188.19593607864968
2015-12-01,7.603,186.24293801905105
2015-12-02,7.936,185.26447442990803
2015-12-03,7.541,197.79007237172172
2015-12-04,6.984,195.72606953020198
2015-12-05,6.665,193.68598746985288
2015-12-06,6.938,191.6695480866456
2015-12-07,6.552,189.67647650919176
2015-12-08,5.741,187.70650106117625
2015-12-09,5.12,189.8584099026028
2015-12-10,4.769,192.6495167319686
2015-12-11,4.416,190.77733119908987
2015-12-12,4.101,189.65144930322694
2015-12-13,3.858,187.68186330046538
2015-12-14,3.621,186.41338748418903
2015-12-15,3.217,184.4813277247464
2015-12-16,2.97,190.05546689394538
2015-12-17,3.357,204.81762828026132
2015-12-18,3.291,202.6725520098544
2015-12-19,2.873,200.55233753157205
2015-12-20,4.359,198.45669581592801
2015-12-21,4.713,196.38534119293593
2015-12-22,4.274,203.77994279968618
2015-12-23,8.782,222.5224794093397
2015-12-24,46.525,220.17252482809928
2015-12-25,59.206,217.84981255502797
2015-12-26,65.349,215.55402590148591
2015-12-27,51.633,214.03073180163312
2015-12-28,37.496,211.7792218011347
2015-12-29,28.497,209.55380966503643
2015-12-30,21.489,207.3541920067605
2015-12-31,17.036,205.1800689659846
2016-01-01,14.093,203.03114416766326
2016-01-02,11.938,201.55181487538343
2016-01-03,10.158,201.68899385939497
2016-01-04,9.217,215.4114157086153
2016-01-05,43.005,213.1440942705622
2016-01-06,140.709,219.0087385763679
