system:index,total_precipitation
19790520,8.68161854050598E-4
19790521,0.001994195744470138
19790522,1.811306435973145E-4
19790523,4.629854510297301E-5
19790524,0.0
19790525,2.075604787190918E-6
19790526,1.5745664383858023E-4
19790527,0.0022113523112003938
19790528,9.535879289008742E-6
19790529,9.187457646600661E-5
19790530,9.617958723948595E-4
19790531,7.487433677966045E-5
19790601,0.0028868941391887483
19790602,5.002534670730649E-4
19790603,2.481192767739958E-4
19790604,4.4866219628877727E-7
19790605,0.0
19790606,4.184638789904153E-5
19790607,4.284083843231201E-8
19790608,1.7542680175772194E-4
19790609,4.411514484602623E-4
19790610,9.313225746154785E-10
19790611,2.04974949085994E-6
19790612,4.284083843231201E-8
19790613,0.0
19790614,1.862645149230957E-9
19790615,4.284083843231201E-8
19790616,1.862645149230957E-9
19790617,4.284083843231201E-8
19790618,2.3536094675097562E-6
19790619,0.004912580803374477
19790620,0.03609109996527284
19790621,0.008676109082430699
19790622,0.00499680934594938
19790623,5.702740910186774E-4
19790624,9.746617388037439E-5
19790625,1.4412996919146063E-7
19790626,2.126626294550415E-6
19790627,5.687120950007618E-4
19790628,2.4887627470256905E-4
19790629,1.006121494892032E-6
19790630,0.0
19790701,2.3006827072457473E-9
19790702,9.53110936365978E-6
19790703,9.790226144561952E-7
19790704,9.217563498642973E-8
19790705,4.0978193283081055E-8
19790706,0.0
19790707,0.0
19790708,6.034388560584482E-7
19790709,1.2558719733671062E-6
19790710,1.6841993724323205E-4
19790711,1.862645149230957E-9
19790712,4.284083843231201E-8
19790713,1.7521254939571305E-5
19790714,0.0023588940155951426
19790715,0.0016044577387078868
19790716,9.57386097280559E-7
19790717,0.0
19790718,0.0
19790719,8.035277764385944E-5
19790720,8.368663530374288E-5
19790721,4.773020613696811E-6
19790722,2.548099323788597E-4
19790723,0.0
19790724,3.2073536987460225E-6
19790725,0.004604769766194211
19790726,7.292458470214702E-4
19790727,3.0159911441514507E-5
19790728,1.2631395659588671E-5
19790729,0.003880513577627551
19790730,6.857324249967923E-4
19790731,1.6298099124482438E-7
19790801,4.6243415510913475E-5
19790802,1.862645149230957E-9
19790803,1.3063173358446577E-7
19790804,1.955777406692505E-8
19790805,2.12914721998648E-5
19790806,0.0011949041004465858
19790807,2.613770052992699E-4
19790808,1.1019587322325911E-4
19790809,3.869391955427266E-7
19790810,1.673105934527971E-5
19790811,2.2594318811324864E-6
19790812,0.0053171622066465595
19790813,1.5368735664904424E-5
19790814,4.757354766375598E-6
19790815,0.0
19790816,0.0
19790817,4.021475065028098E-4
19790818,0.0020827224170709285
19790819,9.142525743464561E-6
19790820,6.74207657371151E-5
19790821,4.785685041567812E-4
19790822,4.813013359804569E-6
19790823,1.679428152148246E-4
19790824,1.0273922338727697E-5
19790825,2.0518477515644246E-8
19790826,0.0
19790827,0.0038274720876176546
19790828,0.0014470835179066514
19790829,9.313225746154785E-10
19790830,2.6098337154390594E-4
19790831,2.509938415391436E-5
19790901,1.7308648970315897E-7
19790902,5.062184168006427E-6
19790903,5.891220284963112E-4
19790904,0.008975884679960563
19790905,4.100486149082626E-5
19790906,8.568167686462402E-8
19790907,4.0861675752219495E-6
19790908,0.0
19790909,2.4081711475209817E-5
19790910,0.004175615304713007
19790911,0.023687700376960694
19790912,4.8017207782222047E-4
19790913,1.6273730863709628E-4
19790914,5.265642495475795E-8
19790915,0.0
19790916,7.221738158527023E-5
19790917,7.352743596341839E-4
19790918,2.5890573096122186E-4
19790919,2.7357931997001395E-4
19790920,3.4105047360104057E-4
19790921,5.9175508173105655E-5
19790922,0.0
19790923,6.724172270198747E-4
19790924,6.253273891642361E-4
19790925,1.4276518519080452E-4
19790926,0.0
19790927,0.0
19790928,0.001972228479106198
19790929,0.0015679295247601093
19790930,0.0020581822468720076
19791001,5.844521368409955E-4
19791002,4.244483935773917E-4
19791003,0.002461084783650416
19791004,0.004549084703765687
19791005,0.0014751127215930555
19791006,0.006616784584507291
19791007,5.183216510042622E-6
19791008,4.284083843231201E-8
19791009,0.0
19791010,1.7601756401562575E-4
19791011,1.570707445990117E-6
19791012,3.167623371188406E-4
19791013,0.0011362004255119692
19791014,0.0
19791015,0.0027440455670753768
19791016,0.0032055229034589914
19791017,8.627312983581012E-6
19791018,9.39197606400552E-5
19791019,0.0024173750575773516
19791020,1.892531214176348E-4
19791021,2.4434938717312195E-5
19791022,2.472705741236315E-5
19791023,3.318451086103794E-4
19791024,0.021325437465338798
19791025,0.0038413997516128736
19791026,1.4183066248430347E-5
19791027,0.0026975162140207543
19791028,0.0069698716500039976
19791029,7.098228262227762E-5
19791030,2.4086927392212503E-4
19791031,2.88894370512198E-4
19791101,1.609914978519431E-4
19791102,0.0045385942374108436
19791103,0.005218323905011591
19791104,1.4189767930586513E-4
19791105,0.0019451752725350858
19791106,0.01256896492876229
19791107,0.014787594542823728
19791108,0.006914833876896925
19791109,6.001666092185353E-4
19791110,8.319388341784915E-4
19791111,0.005945129188795688
19791112,0.002096238625053002
19791113,0.0043549018842249515
19791114,9.899361287236004E-4
19791115,0.0037310122295983236
19791116,4.681195928610973E-5
19791117,8.1875954946514E-5
19791118,6.20651201458287E-5
19791119,3.5631862518720425E-4
19791120,0.00896314014197718
19791121,2.914504275512653E-4
19791122,4.7563096017414145E-5
19791123,0.0023772427028428598
19791124,0.005932623387990044
19791125,7.358649626949502E-5
19791126,0.003406328840652549
19791127,4.0978193283081055E-8
19791128,0.0012158480817999109
19791129,4.576223782502978E-4
19791130,2.945875824156077E-4
19791201,3.0194394761983572E-5
19791202,2.4482083886921335E-5
19791203,7.36852275453324E-5
19791204,0.0010778179308743093
19791205,0.001471068952421845
19791206,7.693368024572739E-5
19791207,7.085084077613783E-8
19791208,0.005488299431687251
19791209,0.0024155450118852053
19791210,2.8429405685871087E-6
19791211,0.002318953672995096
19791212,5.5428375752884847E-5
19791213,0.001566888128902299
19791214,9.074638633302515E-4
19791215,0.0019864720493100777
19791216,0.001178416496288918
19791217,3.044445579818779E-7
19791218,1.4499088756542972E-6
19791219,3.7125513519435194E-5
19791220,0.0010185609314730124
19791221,1.71687567290642E-4
19791222,8.247135623685364E-4
19791223,0.0023872568656380776
19791224,0.005583103561588113
19791225,3.378002201152715E-4
19791226,0.0016699006893572778
19791227,9.042107532319823E-5
19791228,2.688039542484438E-5
19791229,0.0
19791230,0.0
19791231,9.897746282619244E-4
19800101,0.006836209839374612
19800102,0.033222884051214714
19800103,0.016881245734378603
19800104,0.008628143709236539
19800105,0.0017407870753430666
19800106,0.008102948720741151
19800107,0.0135436415290423
19800108,0.0010509826723911655
19800109,0.0036770498632374463
19800110,0.00291486542790008
19800111,7.239683676130992E-5
19800112,2.3680694255002606E-4
19800113,0.0041862906672441285
19800114,0.01183222156964712
19800115,0.0018472942368365258
19800116,5.493663040501457E-4
19800117,3.0337256909183634E-6
19800118,1.0451508623261984E-4
19800119,0.00437306230159955
19800120,0.010926729047013549
19800121,3.307076245342313E-4
19800122,4.0744776342176804E-4
19800123,0.0012448246761915679
19800124,1.0280906225565756E-4
19800125,0.0
19800126,0.0029538888030753822
19800127,9.46953786099223E-4
19800128,9.327466587244976E-4
19800129,7.519581042482579E-4
19800130,0.016942865522771636
19800131,0.013993420814809197
19800201,0.006321837886803739
19800202,0.0016738775606303976
19800203,0.024844400121002367
19800204,0.0045342231195842474
19800205,0.027707807317957484
19800206,0.004391640566776495
19800207,0.00130256621074171
19800208,7.257554828408973E-4
19800209,0.0050880386223371935
19800210,0.0021437420629713913
19800211,2.772331182412491E-4
19800212,5.420131244114985E-4
19800213,7.65862737750481E-4
19800214,2.2352694462474332E-4
19800215,1.3955390603317526E-5
19800216,0.0011676750976988462
19800217,0.0017473837320910607
19800218,0.0011781233707860307
19800219,3.7864766894109145E-4
19800220,1.862645149230957E-9
19800221,3.1925117544453483E-7
19800222,0.0032070968267157384
19800223,0.003310014394407584
19800224,7.624194884984409E-4
19800225,5.527353497459002E-5
19800226,1.602813484526884E-6
19800227,1.4513599482575762E-4
19800228,0.0057673178274966295
19800229,7.08603419858449E-4
19800301,1.0758689260112601E-4
19800302,5.456043050600473E-4
19800303,2.3861089439327798E-5
19800304,1.0140313285166057E-6
19800305,0.0021025088892904606
19800306,5.61241615381522E-4
19800307,1.0577705078306396E-5
19800308,7.566240167675899E-4
19800309,0.027106685148307295
19800310,0.0013625590618425714
19800311,8.121014025594338E-4
19800312,0.001225787828709619
19800313,2.7970142897707157E-4
19800314,7.739169409526635E-5
19800315,0.0
19800316,2.869354860034874E-4
19800317,1.2468296273928416E-4
19800318,0.0
19800319,5.601596034394931E-4
19800320,4.3239115072007536E-5
19800321,9.313225746154785E-10
19800322,1.5513398145199905E-4
19800323,6.446162293206248E-4
19800324,0.0010848885265965385
19800325,0.001077054875509395
19800326,5.816880819208015E-6
19800327,8.702175297576567E-5
19800328,3.211722551076885E-4
19800329,4.848967362023619E-5
19800330,1.6177605373581983E-6
19800331,1.5977135573068237E-5
19800401,7.244432580933806E-4
19800402,2.052453262250632E-5
19800403,0.0
19800404,6.165570001610657E-5
19800405,0.0
19800406,0.004811603124188263
19800407,5.953611259573676E-4
19800408,1.2983945370103827E-4
19800409,2.840073672166308E-4
19800410,3.0215639598989763E-5
19800411,4.168885749011139E-5
19800412,0.0
19800413,2.2153322172778226E-6
19800414,1.2628055354757617E-4
19800415,4.329074552316401E-4
19800416,1.24778762872575E-4
19800417,8.18232452192917E-5
19800418,2.1316405720852585E-4
19800419,1.7875332451719155E-4
19800420,2.5856840233140927E-4
19800421,1.56408218162844E-4
19800422,4.7905779530016214E-8
19800423,0.002003304780107537
19800424,2.7982187208567724E-6
19800425,0.001563248561000224
19800426,0.0017374467603282118
19800427,0.0019333450027019861
19800428,7.725256343516485E-7
19800429,2.0234649393011153E-6
19800430,0.003887509137743026
19800501,0.004100789214275297
19800502,0.004687156605027741
19800503,0.002824723123921796
19800504,0.0053448677769676
19800505,0.005123807043972813
19800506,0.0032972764763434096
19800507,0.010280387265316592
19800508,0.045812516750326326
19800509,0.041903634627811125
19800510,0.003931660746292789
19800511,1.148017146810337E-5
19800512,0.0
19800513,8.9793069549811E-6
19800514,8.86535394201081E-4
19800515,0.0020864037220848005
19800516,8.600502686097251E-5
19800517,4.306258810559142E-6
19800518,1.9472311948608983E-4
19800519,0.0
19800520,4.3431337874267596E-8
19800521,4.284083843231201E-8
19800522,2.485372389430233E-4
19800523,0.0
19800524,0.0
19800525,0.0
19800526,2.247806788325338E-4
19800527,0.011061988127807227
19800528,0.005663641107714695
19800529,8.366375207824055E-4
19800530,2.9121696760076574E-4
19800531,4.5293104989762537E-4
19800601,5.06478527606345E-4
19800602,9.464411558450256E-5
19800603,5.9425981129673905E-5
19800604,2.8236070345299317E-5
19800605,1.2451649300608154E-5
19800606,0.0
19800607,0.0
19800608,0.0
19800609,0.002722394742299081
19800610,0.0011619546168641943
19800611,6.897100526762944E-7
19800612,1.9057406758011272E-4
19800613,0.0038733277743363717
19800614,0.0045166758193460775
19800615,1.684217909986103E-4
19800616,0.001872028827819934
19800617,3.781696434318172E-4
19800618,1.3465763450986318E-4
19800619,0.00196675094438631
19800620,0.0012354803386047286
19800621,6.870043635227765E-4
19800622,1.5655388811798312E-6
19800623,0.0
19800624,1.862645149230957E-9
19800625,7.710351849658459E-8
19800626,5.164160669630032E-7
19800627,0.00661500529681258
19800628,0.001308349045112182
19800629,6.919869759033652E-4
19800630,1.9325125111681647E-5
19800701,0.002460629138804625
19800702,0.0032362666351560174
19800703,3.234444243831959E-4
19800704,0.001833184038559261
19800705,1.0528328327124052E-5
19800706,1.3826778307427252E-5
19800707,7.164660686103015E-6
19800708,1.9130895116611143E-4
19800709,1.540219098819077E-5
19800710,2.95995416707503E-7
19800711,4.470348358154297E-8
19800712,4.0978193283081055E-8
19800713,1.6468145204549663E-5
19800714,1.0860206342873571E-5
19800715,0.008228248812725603
19800716,3.7525806919416684E-4
19800717,1.5063363394603521E-6
19800718,1.4578735284853984E-5
19800719,0.0
19800720,3.487014568099029E-6
19800721,1.6276910457090147E-4
19800722,4.7377407219724606E-5
19800723,5.65721925547144E-4
19800724,1.9403656104661045E-4
19800725,0.001512151053249695
19800726,1.8994386694279742E-4
19800727,6.521514415427112E-4
19800728,0.0042138946348974134
19800729,4.2641039073125053E-7
19800730,1.862645149230957E-9
19800731,1.0878984301280527E-7
19800801,0.0
19800802,7.65277215786102E-5
19800803,0.0
19800804,1.1768542355134799E-6
19800805,5.9414954700373684E-8
19800806,0.0
19800807,4.284083843231201E-8
19800808,3.197576349378731E-7
19800809,0.0
19800810,0.0
19800811,0.0
19800812,0.0
19800813,5.198908167475779E-8
19800814,1.7469830519184253E-5
19800815,0.0
19800816,7.369570243740316E-5
19800817,4.703481396737045E-4
19800818,1.862645149230957E-9
19800819,5.147640801837966E-5
19800820,6.289331484494571E-4
19800821,9.690799905753837E-5
19800822,4.284083843231201E-8
19800823,0.0
19800824,0.0030680222263797354
19800825,9.639286589123591E-4
19800826,4.6849445597375644E-4
19800827,1.146692343800984E-4
19800828,0.0
19800829,1.862645149230957E-9
19800830,4.284083843231201E-8
19800831,1.2733375891116091E-6
19800901,1.862645149230957E-9
19800902,8.905374735357144E-8
19800903,4.284083843231201E-8
19800904,2.3999770958168994E-5
19800905,4.166498508073443E-5
19800906,3.725290298461914E-9
19800907,8.754432201385498E-8
19800908,6.552347211529017E-8
19800909,1.862645149230957E-9
19800910,4.284083843231201E-8
19800911,1.1611121172458928E-4
19800912,0.00286357379274537
19800913,6.599510689658464E-4
19800914,7.507524095484583E-8
19800915,6.532754066029946E-5
19800916,3.950054867698665E-6
19800917,0.0012677610668264134
19800918,4.2178204250718516E-4
19800919,0.0
19800920,1.95653003856963E-6
19800921,2.2872394788552982E-4
19800922,0.0
19800923,0.0
19800924,0.0
19800925,1.3792689226870497E-7
19800926,6.0439562782237426E-5
19800927,4.400633596668949E-6
19800928,1.862645149230957E-9
19800929,4.284083843231201E-8
19800930,0.0
19801001,0.0
19801002,7.908701864108129E-6
19801003,0.0019396562117807395
19801004,2.2340929457782454E-5
19801005,1.862645149230957E-9
19801006,7.364686901778769E-7
19801007,0.0021292812821303714
19801008,2.2233420455037854E-4
19801009,2.0559204961694404E-4
19801010,4.8185242523887765E-4
19801011,0.0016235268736661198
19801012,0.007885599263150004
19801013,4.284083843231201E-8
19801014,3.769394611122744E-8
19801015,0.0
19801016,0.001342189555228948
19801017,0.010984808528015004
19801018,0.0045398280825104075
19801019,2.8431317087841544E-4
19801020,0.012727949172717096
19801021,2.5419862379486735E-5
19801022,1.6735771114631545E-6
19801023,4.926718228818717E-4
19801024,0.01306062670481718
19801025,0.0017960521417493501
19801026,0.0038927432685390367
19801027,8.612066971399056E-4
19801028,3.6536997792966297E-4
19801029,2.268963167936367E-5
19801030,2.3946979976362193E-7
19801031,1.355118225109011E-5
19801101,7.598350762376079E-8
19801102,0.0
19801103,2.4286585178461312E-5
19801104,3.011570740134046E-4
19801105,0.0017203128919761547
19801106,1.5606839837354824E-5
19801107,0.006092922520780304
19801108,8.97274515031823E-4
19801109,0.020715193012591282
19801110,3.710920506943282E-4
19801111,0.0
19801112,2.0230916271552725E-5
19801113,4.4756582918271876E-5
19801114,4.194416181832781E-4
19801115,0.0012619101411048405
19801116,9.757400034789359E-4
19801117,0.0
19801118,6.652258481008488E-5
19801119,0.001781228527564668
19801120,1.9099092672324436E-6
19801121,0.001494009024889232
19801122,0.0039764715841181806
19801123,1.9579107565942173E-6
19801124,0.0024932542336428567
19801125,4.3109277314797766E-4
19801126,6.192507261809215E-5
19801127,0.0
19801128,0.0013940923302535673
19801129,0.001309432933856944
19801130,6.340104094831275E-4
19801201,3.909310804399866E-5
19801202,0.006190925785389299
19801203,0.008311908399827758
19801204,0.0071826929555980695
19801205,0.026133307704511166
19801206,0.005255459921047525
19801207,5.616697193996724E-4
19801208,3.9717014954853715E-4
19801209,4.4481518685053555E-6
19801210,0.0
19801211,0.0
19801212,1.958259653288661E-4
19801213,0.007509255703029225
19801214,0.003262761444728464
19801215,0.0011491324052282023
19801216,0.0024443852115388666
19801217,2.790639378513856E-4
19801218,1.8303364684230005E-4
19801219,1.0713921023524901E-4
19801220,6.436884483214672E-5
19801221,4.0069700472224733E-7
19801222,1.885768950528174E-5
19801223,9.73263226668575E-6
19801224,3.2809723797185995E-4
19801225,0.001808128877892823
19801226,2.6869080483583554E-4
19801227,5.33831768005544E-4
19801228,5.07591946025971E-4
19801229,0.035389436044782084
19801230,0.032681196863488575
19801231,0.0011600101471760569
19810101,5.1443758590970065E-6
19810102,2.261621011926331E-5
19810103,3.620450840007682E-5
19810104,0.001698222082232567
19810105,6.593251902703671E-4
19810106,1.1499017033572372E-5
19810107,8.633855298131557E-4
19810108,0.004873397314277344
19810109,6.0442575405693065E-6
19810110,0.0
19810111,1.3456460262597112E-4
19810112,0.0029542734937264324
19810113,4.18112849645812E-6
19810114,2.1420419216156006E-8
19810115,1.8548230155842772E-4
19810116,8.785474144773692E-4
19810117,0.0021341397902857866
19810118,9.918540940672663E-4
19810119,2.7053599352460197E-4
19810120,2.6572188874927346E-4
19810121,0.0031969209217798246
19810122,7.852972260116831E-4
19810123,5.693363907278552E-4
19810124,6.14228515688186E-5
19810125,3.3402932663613734E-6
19810126,5.110028299525972E-7
19810127,5.952369914817376E-6
19810128,0.0
19810129,0.006724378023526076
19810130,0.00424991951974134
19810131,0.007043053857694877
19810201,0.004416782642120517
19810202,0.001556054280726387
19810203,0.0010715157415115595
19810204,0.009079867386168373
19810205,0.016009159654678865
19810206,0.048483916267786184
19810207,0.013814541869254442
19810208,3.448981884483115E-4
19810209,2.931727076738859E-5
19810210,0.032622436751602306
19810211,0.005313916890689459
19810212,1.1231643224855027E-4
19810213,0.003032496907272405
19810214,0.009465429552127959
19810215,0.004518148576856584
19810216,0.0012179425645258866
19810217,1.9764876856748047E-4
19810218,0.0021429501980356706
19810219,0.016294429605694348
19810220,0.003600045998237863
19810221,0.011593714099099294
19810222,0.011535734892624954
19810223,1.5514563748590419E-4
19810224,0.0
19810225,4.65564098813634E-5
19810226,0.0015492961506355432
19810227,2.5868350801347434E-4
19810228,4.5491502511079665E-4
19810301,2.047525335447561E-4
19810302,8.970378728700456E-5
19810303,6.083411316900076E-4
19810304,6.37340566137886E-4
19810305,0.0021107443038596314
19810306,0.005503237988897282
19810307,2.461014530915474E-4
19810308,9.313225746154785E-10
19810309,1.955777406692505E-8
19810310,3.777803459013086E-5
19810311,6.098251276864592E-5
19810312,1.829466868973288E-4
19810313,3.5744317387271065E-4
19810314,1.5430770588199016E-4
19810315,4.761354499650851E-8
19810316,3.127717298346101E-5
19810317,1.2576908029705002E-5
19810318,8.140081631029013E-5
19810319,5.2970168578155195E-5
19810320,1.5967705766460253E-5
19810321,0.00263866367174448
19810322,0.001451541228649769
19810323,0.003253647859511413
19810324,4.641528701414392E-4
19810325,0.0029064461195053505
19810326,3.91035965873377E-5
19810327,3.5365311219876465E-4
19810328,1.8505531724512105E-6
19810329,6.847450265339885E-5
19810330,4.427498119340737E-4
19810331,0.0020389336684596606
19810401,0.0037016860349662955
19810402,0.027011326937620445
19810403,0.02233778341513287
19810404,0.006857283369861852
19810405,0.0037485359843154567
19810406,0.0036139500085333224
19810407,0.0015448480456213332
19810408,4.689406956201041E-4
19810409,3.1588826255373213E-4
19810410,0.002061355290598683
19810411,1.726259780114448E-4
19810412,1.6022054295133465E-7
19810413,0.0
19810414,3.5650101320892735E-6
19810415,1.862645149230957E-9
19810416,4.284083843231201E-8
19810417,0.0
19810418,7.622541840419334E-7
19810419,4.284083843231201E-8
19810420,2.2036826960937213E-6
19810421,1.4488142403261442E-5
19810422,0.0
19810423,3.8240602706712385E-5
19810424,9.676165969845908E-6
19810425,0.0021556162661280757
19810426,0.0010738899577409406
19810427,4.284083843231201E-8
19810428,7.843987330359572E-5
19810429,6.160206505245119E-4
19810430,0.0031795797118697286
19810501,0.003144743642744295
19810502,3.9072956461032765E-4
19810503,1.1801424792668107E-4
19810504,7.797207340490995E-4
19810505,2.460628291880007E-4
19810506,9.975827326513679E-5
19810507,0.004599532462395314
19810508,7.168177094305063E-7
19810509,1.4863104937650568E-6
19810510,9.313225746154785E-10
19810511,2.1420419216156006E-8
19810512,1.9668990383268003E-4
19810513,6.854468438625533E-4
19810514,3.1090124162366E-4
19810515,1.1239012641010035E-5
19810516,0.0
19810517,5.854933300596845E-5
19810518,0.0020688525032699287
19810519,2.4070799851440178E-4
19810520,5.897404963556811E-4
19810521,0.020624944054319375
19810522,0.06636679303393057
19810523,0.005591894689123368
19810524,0.0014288211293764148
19810525,3.1224096555440757E-4
19810526,7.86182391936474E-5
19810527,4.388233546546152E-5
19810528,1.4624167885293862E-6
19810529,0.004625736799347206
19810530,0.002481504491854391
19810531,0.011155616332238983
19810601,9.801066987516957E-4
19810602,0.002321293164568747
19810603,2.0071091394684938E-4
19810604,4.396910239771071E-4
19810605,0.0025192021809890227
19810606,0.004214763062282253
19810607,2.2427607589188493E-4
19810608,4.8100780496450806E-8
19810609,5.827279204225239E-5
19810610,0.0053143316886491605
19810611,0.0018143059458961017
19810612,2.6486763163099E-6
19810613,1.667605602803485E-8
19810614,1.7858448484980613E-4
19810615,1.6663566538546798E-5
19810616,3.389396978974364E-5
19810617,7.808092357345351E-7
19810618,4.008968323663875E-5
19810619,0.0013854352755192998
19810620,0.002911475525403024
19810621,4.064276655513275E-4
19810622,7.911059417311878E-5
19810623,3.461839351139757E-4
19810624,5.245683254585584E-6
19810625,8.328023791791592E-4
19810626,3.0125057066217397E-5
19810627,9.556786734474076E-6
19810628,2.0215795042826474E-7
19810629,3.1630395931918076E-6
19810630,0.002545953773235054
19810701,0.006188374031906805
19810702,4.435374057311502E-6
19810703,1.9371326606027907E-4
19810704,0.003426892356533733
19810705,1.3448284831841243E-4
19810706,5.311589478874888E-5
19810707,4.015622875047686E-8
19810708,3.1049200992378727E-7
19810709,5.620390934563682E-7
19810710,0.0
19810711,3.4656574645533816E-5
19810712,1.0482743279482173E-6
19810713,4.6583872338981343E-4
19810714,1.696813788619939E-5
19810715,0.0
19810716,0.0
19810717,7.009434738295962E-5
19810718,1.8116889468055827E-5
19810719,3.151499606042818E-4
19810720,4.1049413560051845E-5
19810721,0.008244055101132951
19810722,2.8853298619771722E-5
19810723,6.503583707811216E-5
19810724,0.007679476296224118
19810725,1.652670755082032E-6
19810726,1.3048237626364711E-5
19810727,0.0013945998297680456
19810728,0.007635521874665068
19810729,7.432527766401268E-5
19810730,2.6629654538431167E-8
19810731,0.0
19810801,0.0
19810802,3.38995816622883E-7
19810803,6.402016611029732E-4
19810804,9.115454621373183E-4
19810805,1.8739067448610069E-4
19810806,3.922659243237915E-4
19810807,2.8300858862274645E-5
19810808,0.002843758545847917
19810809,0.0022840086367604422
19810810,2.1927536862718618E-4
19810811,1.862645149230957E-9
19810812,5.7681921726898534E-5
19810813,3.065300180356892E-4
19810814,0.001090126907339683
19810815,4.470348358154297E-8
19810816,4.284083843231201E-8
19810817,2.778180985091175E-4
19810818,1.1032818360974258E-4
19810819,0.0
19810820,0.004339135932603461
19810821,7.175462048159055E-4
19810822,1.7872836052090644E-5
19810823,6.97661356884204E-5
19810824,4.2639903687468745E-5
19810825,0.0015670858368274682
19810826,5.819797298779242E-4
19810827,0.002057241497649791
19810828,0.0
19810829,6.808717047530848E-5
19810830,7.528135760754525E-4
19810831,0.0015091940032436238
19810901,1.580790984614522E-6
19810902,6.23184735467414E-8
19810903,2.1678685575232663E-5
19810904,1.5444751679409265E-4
19810905,0.001095057670759138
19810906,0.0
19810907,0.0
19810908,1.862645149230957E-9
19810909,6.009722396728903E-5
19810910,6.246983603379947E-7
19810911,1.3311980453804627E-6
19810912,0.002646412476129554
19810913,4.4644527089974065E-5
19810914,5.646466256801539E-5
19810915,0.0
19810916,4.2430546542834724E-5
19810917,0.0
19810918,0.0
